Tanggal,Kode Saham,Tertinggi,Terendah,Penutupan,Selisih,Volume,Nilai,Frekuensi
2023-02-09,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-09,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-09,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-09,ABDA,0,0,3.800,= 0,0,0,0
2023-02-09,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-09,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-09,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-09,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-09,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-09,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-10,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-10,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-10,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-10,ABDA,0,0,3.800,= 0,0,0,0
2023-02-10,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-10,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-10,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-10,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-10,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-10,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-11,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-11,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-11,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-11,ABDA,0,0,3.800,= 0,0,0,0
2023-02-11,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-11,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-11,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-11,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-11,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-11,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-12,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-12,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-12,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-12,ABDA,0,0,3.800,= 0,0,0,0
2023-02-12,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-12,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-12,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-12,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-12,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-12,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-13,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-13,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-13,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-13,ABDA,0,0,3.800,= 0,0,0,0
2023-02-13,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-13,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-13,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-13,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-13,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-13,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-14,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-14,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-14,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-14,ABDA,0,0,3.800,= 0,0,0,0
2023-02-14,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-14,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-14,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-14,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-14,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-14,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-15,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-15,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-15,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-15,ABDA,0,0,3.800,= 0,0,0,0
2023-02-15,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-15,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-15,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-15,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-15,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-15,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-16,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-16,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-16,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-16,ABDA,0,0,3.800,= 0,0,0,0
2023-02-16,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-16,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-16,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-16,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-16,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-16,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-17,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-17,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-17,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-17,ABDA,0,0,3.800,= 0,0,0,0
2023-02-17,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-17,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-17,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-17,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-17,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-17,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-18,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-18,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-18,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-18,ABDA,0,0,3.800,= 0,0,0,0
2023-02-18,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-18,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-18,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-18,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-18,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-18,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-19,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-19,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-19,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-19,ABDA,0,0,3.800,= 0,0,0,0
2023-02-19,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-19,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-19,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-19,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-19,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-19,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-20,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-20,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-20,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-20,ABDA,0,0,3.800,= 0,0,0,0
2023-02-20,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-20,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-20,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-20,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-20,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-20,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-21,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-21,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-21,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-21,ABDA,0,0,3.800,= 0,0,0,0
2023-02-21,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-21,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-21,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-21,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-21,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-21,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-22,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-22,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-22,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-22,ABDA,0,0,3.800,= 0,0,0,0
2023-02-22,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-22,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-22,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-22,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-22,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-22,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-23,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-23,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-23,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-23,ABDA,0,0,3.800,= 0,0,0,0
2023-02-23,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-23,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-23,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-23,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-23,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-23,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-24,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-24,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-24,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-24,ABDA,0,0,3.800,= 0,0,0,0
2023-02-24,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-24,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-24,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-24,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-24,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-24,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-25,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-25,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-25,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-25,ABDA,0,0,3.800,= 0,0,0,0
2023-02-25,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-25,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-25,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-25,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-25,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-25,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-26,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-26,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-26,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-26,ABDA,0,0,3.800,= 0,0,0,0
2023-02-26,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-26,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-26,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-26,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-26,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-26,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-27,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-27,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-27,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-27,ABDA,0,0,3.800,= 0,0,0,0
2023-02-27,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-27,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-27,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-27,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-27,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-27,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-02-28,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-02-28,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-02-28,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-02-28,ABDA,0,0,3.800,= 0,0,0,0
2023-02-28,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-02-28,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-02-28,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-02-28,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-02-28,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-02-28,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-01,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-01,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-01,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-01,ABDA,0,0,3.800,= 0,0,0,0
2023-03-01,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-01,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-01,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-01,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-01,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-01,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-02,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-02,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-02,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-02,ABDA,0,0,3.800,= 0,0,0,0
2023-03-02,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-02,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-02,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-02,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-02,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-02,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-03,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-03,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-03,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-03,ABDA,0,0,3.800,= 0,0,0,0
2023-03-03,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-03,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-03,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-03,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-03,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-03,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-04,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-04,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-04,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-04,ABDA,0,0,3.800,= 0,0,0,0
2023-03-04,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-04,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-04,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-04,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-04,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-04,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-05,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-05,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-05,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-05,ABDA,0,0,3.800,= 0,0,0,0
2023-03-05,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-05,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-05,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-05,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-05,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-05,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-06,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-06,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-06,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-06,ABDA,0,0,3.800,= 0,0,0,0
2023-03-06,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-06,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-06,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-06,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-06,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-06,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-07,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-07,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-07,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-07,ABDA,0,0,3.800,= 0,0,0,0
2023-03-07,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-07,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-07,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-07,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-07,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-07,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-08,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-08,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-08,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-08,ABDA,0,0,3.800,= 0,0,0,0
2023-03-08,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-08,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-08,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-08,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-08,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-08,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-09,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-09,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-09,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-09,ABDA,0,0,3.800,= 0,0,0,0
2023-03-09,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-09,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-09,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-09,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-09,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-09,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-10,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-10,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-10,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-10,ABDA,0,0,3.800,= 0,0,0,0
2023-03-10,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-10,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-10,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-10,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-10,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-10,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-11,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-11,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-11,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-11,ABDA,0,0,3.800,= 0,0,0,0
2023-03-11,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-11,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-11,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-11,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-11,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-11,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-12,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-12,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-12,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-12,ABDA,0,0,3.800,= 0,0,0,0
2023-03-12,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-12,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-12,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-12,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-12,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-12,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-13,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-13,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-13,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-13,ABDA,0,0,3.800,= 0,0,0,0
2023-03-13,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-13,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-13,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-13,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-13,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-13,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-14,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-14,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-14,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-14,ABDA,0,0,3.800,= 0,0,0,0
2023-03-14,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-14,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-14,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-14,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-14,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-14,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-15,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-15,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-15,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-15,ABDA,0,0,3.800,= 0,0,0,0
2023-03-15,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-15,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-15,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-15,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-15,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-15,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-16,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-16,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-16,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-16,ABDA,0,0,3.800,= 0,0,0,0
2023-03-16,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-16,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-16,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-16,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-16,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-16,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-17,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-17,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-17,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-17,ABDA,0,0,3.800,= 0,0,0,0
2023-03-17,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-17,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-17,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-17,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-17,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-17,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-18,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-18,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-18,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-18,ABDA,0,0,3.800,= 0,0,0,0
2023-03-18,ABMM,3.540,3.510,3.510,10,652.500,2.295.568.000,454
2023-03-18,ACES,830,805,820,5,25.526.300,20.873.711.000,2.521
2023-03-18,ACRO,77,70,71,1,3.437.100,252.257.100,274
2023-03-18,ACST,95,92,92,3,1.100.500,103.015.300,147
2023-03-18,ADCP,50,50,50,= 0,43.400,2.170.000,25
2023-03-18,ADES,9.600,9.300,9.350,100,68.600,643.237.500,84
2023-03-19,AADI,9.525,9.150,9.200,= 0,34.171.200,318.038.532.500,21.506
2023-03-19,AALI,6.250,6.200,6.200,50,211.000,1.311.320.000,324
2023-03-19,ABBA,29,29,29,1,1.897.400,55.024.600,32
2023-03-19,ABDA,0,0,3.800,= 0,0,0,0
